gid,barrio,plaza,nro_piq,calle,altura,artefacto,lampara,potencia,soporte,columna,tulipa,portaeq,lng,lat
129415,JUAN DE VERA,,1279,COLON,400,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-58.847.495.000.720.300,-274.878.840.406.966.000
129443,SARGENTO CABRAL,,190,COLON,700,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.441.535.361.877.000,-274.883.206.191.225.000
149013,3 DE abril,,1290,S/N (1156),1700,STRAND,LED,150,R8,,,,-58.832.891.548.796.700,-275.024.640.503.515.000
181089,SAN MARCELO,,96,RENACIMIENTO,2646,MERIZA 56,NA (SODIO),150,BRAZO,PM,SI,NO,-587.922.453.425.706.000,-274.931.503.058.398.000
129478,BAÑADO NORTE,,1404,PJE. LUJAMBIO,300,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.157.172.937.865.000,-274.619.268.875.133.000
129488,BAÑADO NORTE,,1414,GDOR. JOSE M. ROLON,2650,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.151.483.866.513.000,-274.618.790.748.391.000
129509,SAN JOSE,,256,LUIS BRAILLE,4900,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-587.915.089.044.002.000,-274.811.496.051.081.000
129520,ANAHI,,1361,ARMENIA,,STRAND,LED,,PESCANTE,,,,-587.929.326.916.332.000,-274.673.709.399.796.000
129533,ANAHI,,1367,ARMENIA,,STRAND,LED,,PESCANTE,,,,-587.969.061.349.179.000,-27.468.330.915.723.400
129560,VICTOR COLAS,,177,DARDO ROCHA,500,IGNIS,LED,150,R8,,,,-587.880.107.202.778.000,-274.650.351.561.568.000
146913,MALVINAS ARGENTINAS,,221,DIAMANTE,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.242.340.048.617.000,-274.953.162.253.115.000
146916,MALVINAS ARGENTINAS,,224,CAFAYATE,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.243.252.541.622.000,-274.956.888.509.661.000
146925,MALVINAS ARGENTINAS,,233,VILLAVICENCIO,3300,PHILLIPS,LED,76,PESCANTE,,,,-588.239.858.553.662.000,-274.969.750.066.634.000
146927,MALVINAS ARGENTINAS,,235,UNQUILLO,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.245.957.339.314.000,-274.971.692.481.745.000
155037,POPULAR,,54,FRAY C. RODRIGUEZ,950,PHILIPS,LED,76,R8,,,,-587.955.071.801.023.000,-274.744.717.721.720.000
149022,3 DE abril,,1299,S/N (1267),1600,STRAND,LED,150,R8,,,,-588.339.754.887.588.000,-275.032.610.009.592.000
129462,MOLINA PUNTA,RAFAEL BARRIOS,418,LAS AZUCENAS,6800,PHILLIPS,LED,76,PRFV CON BRAZO CORTO,,,,-587.667.956.757.595.000,-274.583.973.470.934.000
152024,SAN MARTIN,,71,BLAS PARERA,2000,CHZ,LED,150,R8,,,,-588.410.258.612.990.000,-274.803.497.150.947.000
155061,JUAN DE VERA,,1394,FRANCISCO DE BALBOA,2800,PHILIPS,LED,76,PESCANTE DOBLE,,,,-588.442.821.800.706.000,-274.892.120.401.114.000
152047,SAN MARTIN,,94,HEROES CIVILES,1900,CHZ,LED,150,R8,,,,-58.839.689.479.128.800,-274.800.104.392.314.000
647,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,55,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.230.297.780.005.000,-274.663.086.532.969.000
648,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,56,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.230.324.602.005.000,-274.663.042.946.969.000
128857,LIBERTAD,,1092,9 DE julio,2200,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.215.098.819.130.000,-274.677.014.082.088.000
128935,LA CRUZ,,515,TUCUMAN,1400,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.419.932.508.361.000,-274.728.758.115.489.000
128973,LA CRUZ,,553,RIVADAVIA,900,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.391.924.064.991.000,-27.474.209.854.079.000
129148,CONCEPCION,,4093,PROLONG. CALLE EL LIBERTADOR,,PHILLIPS,LED,76,BRAZO X POSTE HORMIGON,,,,-588.188.269.999.997.000,-27.500.473.999.999.900
129249,INDEPENDENCIA,,1028,PAYSANDU,3900,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.261.310.759.258.000,-275.019.446.283.155.000
129224,INDEPENDENCIA,,1021,PAYSANDU,4300,PHILLIPS,LED,108,PESCANTE,,,,-588.263.854.074.615.000,-275.067.812.472.768.000
129266,ALTA GRACIA,,1272,PAYSANDU,,PHILLIPS,LED,108,PESCANTE TRIPLE,,,,-588.261.169.811.727.000,-275.024.828.467.246.000
129305,CENTRO,,536,BELGRANO,1200,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.350.701.917.228.000,-274.722.965.971.173.000
129334,MALVINAS ARGENTINAS,,173,GUALEGUAYCHU,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.239.034.463.596.000,-27.493.837.876.013.900
129370,MALVINAS ARGENTINAS,,209,CRUZ DEL EJE,2100,PHILLIPS,LED,76,PESCANTE,,,,-588.268.487.706.538.000,-274.982.669.232.357.000
129398,CRISTOBAL COLON,,77,S/N (852),,PHILIPS,LED,76,PESCANTE,,,,-588.280.105.590.818.000,-274.982.019.642.083.000
129407,GALVAN,,1278,ELIAS ABAD,2700,,LED,,,,,,-588.505.474.315.466.000,-274.866.360.502.341.000
129416,JUAN DE VERA,,1280,COLON,400,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.471.975.398.645.000,-274.879.062.733.561.000
129444,SARGENTO CABRAL,,191,COLON,750,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-58.843.992.831.835.400,-274.883.291.628.567.000
129479,BAÑADO NORTE,,1405,PJE. LUJAMBIO,300,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.157.521.727.142.000,-274.621.410.161.446.000
129489,BAÑADO NORTE,,1415,GDOR. JOSE M. ROLON,2700,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.148.392.724.691.000,-274.619.096.687.079.000
129510,SAN JOSE,,257,LUIS BRAILLE,4900,IGNIS,LED,150,BRAZO POR POSTE DE MADERA,,,,-587.917.248.854.523.000,-27.481.248.325.028.900
129521,POPULAR,,1144,ARMENIA,,STRAND,LED,,PESCANTE,,,,-587.931.545.959.348.000,-274.676.227.286.697.000
129534,GENERAL MADARIAGA,,66,ARMENIA,4250,STRAND,LED,,PESCANTE,,,,-587.972.160.207.751.000,-274.686.056.980.932.000
129561,VICTOR COLAS,,178,DARDO ROCHA,500,IGNIS,LED,150,R8,,,,-587.882.481.652.853.000,-2.746.525.998.486.930
146914,MALVINAS ARGENTINAS,,222,DIAMANTE,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.238.503.366.575.000,-274.953.780.659.906.000
146917,MALVINAS ARGENTINAS,,225,CAFAYATE,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.239.093.900.248.000,-274.957.530.699.149.000
146928,MALVINAS ARGENTINAS,,236,UNQUILLO,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.242.026.752.467.000,-274.972.275.201.422.000
126177,,,,RAMON TITO ARANDA,300,PHILIPS,LED,108,BAZO POR POSTE HORMIGON,,,,-588.018.402.457.234.000,-275.282.101.300.818.000
126139,,,,DAMASIO ESQUIVEL,3800,PHILIPS,LED,108,BRAZO POR POSTE HORMIGON,,,,-58.806.909.620.761.600,-275.279.615.725.407.000
146938,SANTA CATALINA,,8,HERMINIO GIMENEZ,50,PHILIPS,LED,108,R8,,,,-588.151.279.091.832.000,-27.520.976.756.942.600
146936,SANTA CATALINA,,6,NINI FLORES,3330,PHILIPS,LED,108,R8,,,,-588.143.701.851.365.000,-27.520.985.082.374.200
146934,SANTA CATALINA,,4,NINI FLORES,3330,PHILIPS,LED,108,R8,,,,-588.134.327.530.858.000,-275.211.254.252.708.000
146941,SANTA CATALINA,,11,ALEJANDRO BARRIOS,3300,PHILIPS,LED,108,R8,,,,-588.134.568.929.670.000,-275.218.568.705.186.000
146947,SANTA CATALINA,,17,HERMINIO GIMENEZ,50,PHILIPS,LED,108,R8,,,,-588.147.550.821.302.000,-275.221.506.365.902.000
146948,SANTA CATALINA,,18,HERMINIO GIMENEZ,50,PHILIPS,LED,108,R8,,,,-588.148.905.336.854.000,-275.217.319.899.671.000
146950,SANTA CATALINA,,20,ADOLFO CIPRIANO (FITO) LEDESMA,400,PHILIPS,LED,108,R8,,,,-588.133.388.757.703.000,-275.216.570.615.681.000
146952,SANTA CATALINA,,22,ADOLFO CIPRIANO (FITO) LEDESMA,400,PHILIPS,LED,108,R8,,,,-588.133.066.892.621.000,-275.214.501.162.008.000
128858,LIBERTAD,,1093,9 DE julio,2200,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.222.812.428.130.000,-274.676.121.924.968.000
23954,VICTOR COLAS,,,AV. JUAN R. FERNANDEZ,,,LED,,,,,,-587.897.859.083.476.000,-274.663.459.535.311.000
128936,LA CRUZ,,516,TUCUMAN,1400,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.420.120.317.972.000,-274.730.994.347.829.000
128974,LA CRUZ,,554,RIVADAVIA,900,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.390.274.023.414.000,-274.742.241.277.433.000
129149,CONCEPCION,,4094,PROLONG. CALLE EL LIBERTADOR,,PHILLIPS,LED,76,BRAZO X POSTE HORMIGON,,,,-588.190.715.996.519.000,-27.500.473.490.327.200
152023,SAN MARTIN,,70,BLAS PARERA,2000,CHZ,LED,150,R8,,,,-588.411.304.894.423.000,-274.811.302.606.504.000
129250,INDEPENDENCIA,,1029,PAYSANDU,3900,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.260.747.330.427.000,-275.016.164.162.020.000
129225,INDEPENDENCIA,,1022,PAYSANDU,4300,PHILLIPS,LED,108,PESCANTE,,,,-588.264.216.278.864.000,-275.071.700.889.233.000
129267,ALTA GRACIA,,1273,PAYSANDU,,PHILLIPS,LED,108,PESCANTE TRIPLE,,,,-588.261.236.886.588.000,-275.024.994.950.576.000
129306,CENTRO,,537,BELGRANO,1200,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.354.712.993.908.000,-274.721.467.209.293.000
129335,MALVINAS ARGENTINAS,,174,GUALEGUAYCHU,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.233.668.474.726.000,-2.749.391.755.641.410
129371,MALVINAS ARGENTINAS,,210,CRUZ DEL EJE,2100,PHILLIPS,LED,76,PESCANTE,,,,-588.263.564.411.750.000,-27.498.334.708.315.200
129399,CRISTOBAL COLON,,78,S/N (852),,PHILIPS,LED,76,PESCANTE,,,,-588.279.153.406.617.000,-274.985.517.041.885.000
129408,JUAN DE VERA,,1272,GUTNISKY,2800,,LED,,PESCANTE,,,,-588.516.693.576.591.000,-274.880.708.097.420.000
129417,JUAN DE VERA,,1281,COLON,400,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.472.010.432.365.000,-274.879.244.129.582.000
129445,SARGENTO CABRAL,,192,COLON,750,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.439.945.402.789.000,-274.883.423.483.714.000
129480,BAÑADO NORTE,,1406,PJE. LUJAMBIO,300,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.159.641.292.745.000,-274.628.238.457.801.000
159325,PLACIDO MARTINEZ,,26,AMADO BOMPLAND,600,PHILIPS,LED,76,R8 BRAZO CORTO,,,,-58.809.823.840.856.300,-274.670.228.799.929.000
148995,INDEPENDENCIA,,1043,MARIANO A. IGARZABAL,4300,PHILIPS,LED,76,PESCANTE,,,,-588.316.255.062.816.000,-275.076.925.995.258.000
129490,BAÑADO NORTE,,1416,GDOR. JOSE M. ROLON,2700,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.146.182.608.026.000,-27.461.829.072.949.900
129511,SAN GERONIMO,,1130,ARMENIA,4800,STRAND,LED,,PESCANTE,,,,-587.900.347.222.692.000,-274.668.243.422.776.000
129522,ANAHI,,1362,ARMENIA,,STRAND,LED,,PESCANTE,,,,-587.934.451.435.702.000,-274.675.124.958.522.000
129535,ANAHI,,1368,ARMENIA,4250,STRAND,LED,,PESCANTE,,,,-587.975.802.372.696.000,-274.685.105.354.452.000
146918,MALVINAS ARGENTINAS,,226,VILLAVICENCIO,3200,PHILLIPS,LED,76,PESCANTE,,,,-588.238.020.702.474.000,-27.496.062.271.736.600
126176,,,,RAMON TITO ARANDA,300,PHILIPS,LED,108,BRAZO POR POSTE HORMIGON,,,,-588.018.804.788.587.000,-275.284.467.943.953.000
126136,,,,DAMASIO ESQUIVEL,3800,PHILIPS,LED,108,BRAZO POR POSTE HORMIGON,,,,-588.076.552.748.677.000,-275.278.509.702.006.000
149010,3 DE abril,,1287,S/N (1156),1600,STRAND,LED,150,R8,,,,-588.342.920.718.917.000,-275.022.850.805.818.000
149014,3 DE abril,,1291,S/N (1156),1700,STRAND,LED,150,R8,,,,-588.323.978.778.207.000,-27.502.516.373.684.400
149023,3 DE abril,,1300,S/N (1267),1600,STRAND,LED,150,R8,,,,-588.335.478.590.311.000,-27.503.426.103.516.600
146939,SANTA CATALINA,,9,HERMINIO GIMENEZ,50,PHILIPS,LED,108,R8,,,,-588.149.937.987.325.000,-275.214.049.211.837.000
146935,SANTA CATALINA,,5,NINI FLORES,3330,PHILIPS,LED,108,R8,,,,-588.140.845.298.764.000,-275.210.314.669.107.000
146937,SANTA CATALINA,,7,NINI FLORES,3330,PHILIPS,LED,108,R8,,,,-588.137.841.224.668.000,-275.210.730.940.422.000
146942,SANTA CATALINA,,12,ALEJANDRO BARRIOS,3300,PHILIPS,LED,108,R8,,,,-58.814.803.361.892.400,-27.521.654.682.887.900
146949,SANTA CATALINA,,19,HERMINIO GIMENEZ,50,PHILIPS,LED,108,R8,,,,-588.148.221.373.555.000,-275.219.472.601.627.000
146951,SANTA CATALINA,,21,ADOLFO CIPRIANO (FITO) LEDESMA,400,PHILIPS,LED,108,R8,,,,-588.132.624.328.134.000,-275.212.550.638.890.000
146953,SANTA CATALINA,,23,ADOLFO CIPRIANO (FITO) LEDESMA,300,PHILIPS,LED,108,R8,,,,-588.134.703.040.120.000,-275.223.123.859.950.000
126130,,,,EUSTAQUIO MIÑO,3800,PHILIPS,LED,108,R8,,,,-588.079.395.890.233.000,-275.270.862.649.553.000
128859,LIBERTAD,,1094,9 DE julio,2200,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.220.263.583.417.000,-274.676.454.997.044.000
128937,LA CRUZ,,517,TUCUMAN,1400,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-58.842.195.146.167.400,-274.737.756.544.074.000
128975,LA CRUZ,,555,RIVADAVIA,700,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.411.837.491.596.000,-274.740.266.169.692.000
129150,CONCEPCION,,4095,PROLONG. TUPUNGATO,,PHILLIPS,LED,76,BRAZO X POSTE HORMIGON,,,,-588.214.590.527.682.000,-275.012.567.620.138.000
129226,ALTA GRACIA,,1242,PAYSANDU,4300,PHILLIPS,LED,108,PESCANTE,,,,-588.261.769.051.780.000,-275.069.881.189.932.000
129251,INDEPENDENCIA,,1030,PAYSANDU,3800,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.259.775.773.844.000,-275.010.895.817.611.000
129268,ALTA GRACIA,,1274,PAYSANDU,,PHILLIPS,LED,108,PESCANTE TRIPLE,,,,-588.261.639.335.753.000,-275.022.497.697.976.000
129307,CENTRO,,538,BELGRANO,1200,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-58.835.930.091.439.100,-274.722.169.010.745.000
129336,MALVINAS ARGENTINAS,,175,FORMOSA,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.239.922.592.875.000,-274.944.143.337.128.000
129372,MALVINAS ARGENTINAS,,211,CRUZ DEL EJE,2200,PHILLIPS,LED,76,PESCANTE,,,,-588.244.401.940.836.000,-274.985.337.114.973.000
129400,CRISTOBAL COLON,,79,S/N (852),,PHILIPS,LED,76,PESCANTE,,,,-58.827.625.662.088.100,-274.987.111.091.169.000
129409,JUAN DE VERA,,1273,GUTNISKY,2800,,LED,,PESCANTE,,,,-588.516.297.136.873.000,-274.884.060.817.462.000
129418,JUAN DE VERA,,1282,COLON,400,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.468.907.117.830.000,-274.879.415.990.987.000
129446,SARGENTO CABRAL,,193,COLON,750,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.436.915.054.047.000,-274.883.678.200.200.000
129481,BAÑADO NORTE,,1407,PJE. LUJAMBIO,300,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.158.970.544.137.000,-274.623.408.691.587.000
129491,BAÑADO NORTE,,1417,GDOR. JOSE M. ROLON,2700,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-58.814.431.457.315.000,-274.618.442.404.218.000
129512,INDUSTRIAL,,1378,ARMENIA,4800,STRAND,LED,,PESCANTE,,,,-587.902.074.400.360.000,-274.666.661.317.731.000
129523,POPULAR,,1145,ARMENIA,4500,STRAND,LED,,PESCANTE,,,,-587.936.391.548.563.000,-274.677.402.191.152.000
129536,GENERAL MADARIAGA,,67,ARMENIA,4200,STRAND,LED,,PESCANTE,,,,-587.978.203.652.715.000,-274.687.401.151.934.000
146919,MALVINAS ARGENTINAS,,227,CANADA DE GOMEZ,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.248.484.380.770.000,-274.961.883.306.915.000
126172,,,,DAMASIO ESQUIVEL,4100,PHILIPS,LED,108,BRAZO POR POSTE HORMIGON,,,,-588.025.268.912.313.000,-275.286.168.593.913.000
126133,,,,BLAS MARTINEZ RIERA,300,PHILIPS,LED,108,BRAZO POR POSTE HORMIGON,,,,-588.082.158.565.518.000,-275.277.213.393.592.000
148996,INDEPENDENCIA,,1044,MARIANO A. IGARZABAL,4300,PHILIPS,LED,76,PESCANTE,,,,-588.316.161.185.500.000,-275.073.688.849.219.000
149011,3 DE abril,,1288,S/N (1156),1600,STRAND,LED,150,R8,,,,-588.338.305.968.489.000,-275.023.445.390.093.000
149015,3 DE abril,,1292,S/N (1156),1700,STRAND,LED,150,R8,,,,-588.319.820.136.833.000,-275.025.758.319.870.000
146940,SANTA CATALINA,,10,HERMINIO GIMENEZ,50,PHILIPS,LED,108,R8,,,,-588.150.702.416.894.000,-275.211.860.818.910.000
146943,SANTA CATALINA,,13,ALEJANDRO BARRIOS,3300,PHILIPS,LED,108,R8,,,,-588.145.472.109.315.000,-275.216.915.524.247.000
149024,3 DE abril,,1301,S/N (1267),1700,STRAND,LED,150,R8,,,,-588.330.937.449.437.000,-275.034.807.871.940.000
146954,SANTA CATALINA,,24,ADOLFO CIPRIANO (FITO) LEDESMA,300,PHILIPS,LED,108,R8,,,,-58.813.403.248.786.700,-275.219.674.788.887.000
146972,SANTA CATALINA,,42,NINI FLORES,3400,PHILIPS,LED,108,R8,,,,-58.812.778.294.086.200,-275.212.288.983.086.000
152025,SAN MARTIN,,72,BLAS PARERA,2000,CHZ,LED,150,R8,,,,-58.841.092.936.159.800,-274.809.378.746.952.000
155038,POPULAR,,55,FRAY C. RODRIGUEZ,950,PHILIPS,LED,76,R8,,,,-587.956.574.059.285.000,-27.475.229.704.026.400
152046,SAN MARTIN,,93,HEROES CIVILES,1900,CHZ,LED,150,R8,,,,-588.396.603.015.643.000,-274.797.770.173.758.000
181090,SAN MARCELO,,95,RENACIMIENTO,2661,PANTALLA,NA (SODIO),150,BRAZO,PM,NO,NO,-587.920.921.690.650.000,-274.935.683.820.075.000
155064,JUAN DE VERA,,1397,FRANCISCO DE BALBOA,2900,PHILIPS,LED,76,PESCANTE DOBLE,,,,-588.444.243.371.484.000,-274.900.447.376.179.000
155093,INDEPENDENCIA,,8,PROSPERO SANTILLAN,4500,PHILIPS,LED,76,PESCANTE,,,,-588.296.450.466.925.000,-275.091.278.396.107.000
128860,LIBERTAD,,1095,9 DE julio,2200,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.217.634.248.871.000,-27.467.675.238.274.100
128938,LA CRUZ,,518,TUCUMAN,1400,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.421.736.822.119.000,-274.735.187.271.234.000
128976,LA CRUZ,,556,RIVADAVIA,700,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.420.423.073.787.000,-27.473.957.627.451.400
129151,CONCEPCION,,4096,PROLONG. TUPUNGATO,,PHILLIPS,LED,76,BRAZO X POSTE HORMIGON,,,,-588.210.769.999.997.000,-27.501.261.999.999.900
129227,ALTA GRACIA,,1243,PAYSANDU,4300,PHILLIPS,LED,108,PESCANTE,,,,-588.261.594.657.142.000,-275.067.740.775.359.000
129252,INDEPENDENCIA,,1031,PAYSANDU,3800,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.260.473.352.397.000,-275.014.320.655.837.000
129269,INDEPENDENCIA,,1033,PAYSANDU,,PHILLIPS,LED,108,PESCANTE TRIPLE,,,,-588.261.786.900.447.000,-275.022.604.723.203.000
129308,CENTRO,,539,BELGRANO,1200,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.356.872.804.428.000,-274.722.371.224.639.000
149016,3 DE abril,,1293,S/N (1156),1700,STRAND,LED,150,R8,,,,-588.315.902.964.958.000,-27.502.640.046.917.700
149025,3 DE abril,,1302,S/N (1267),1700,STRAND,LED,150,R8,,,,-588.326.617.828.397.000,-275.035.331.100.434.000
129373,MALVINAS ARGENTINAS,,212,VILLAVICENCIO,3500,PHILLIPS,LED,76,PESCANTE,,,,-588.243.329.218.241.000,-274.988.299.475.773.000
129419,JUAN DE VERA,,1283,COLON,400,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-58.846.896.061.091.800,-274.879.597.540.016.000
129447,SARGENTO CABRAL,,194,COLON,130,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.436.950.770.020.000,-274.883.793.746.020.000
129482,BAÑADO NORTE,,1408,PJE. LUJAMBIO,300,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.159.212.013.636.000,-274.625.787.889.411.000
129492,BAÑADO NORTE,,1418,GDOR. JOSE M. ROLON,2750,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.142.047.442.853.000,-274.619.849.111.889.000
129524,POPULAR,,1146,ARMENIA,4550,STRAND,LED,,PESCANTE,,,,-587.941.717.292.516.000,-274.678.698.791.089.000
129537,ANAHI,,1369,ARMENIA,,STRAND,LED,,PESCANTE,,,,-587.982.006.039.397.000,-274.686.532.317.898.000
146920,MALVINAS ARGENTINAS,,228,CANADA DE GOMEZ,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.243.950.120.175.000,-274.962.454.139.444.000
126171,,,,DAMASIO ESQUIVEL,4100,PHILIPS,LED,108,BRAZO POR POSTE HORMIGON,,,,-588.027.696.311.471.000,-275.285.799.921.768.000
126131,,,,BLAS MARTINEZ RIERA,300,PHILIPS,LED,108,BRAZO POR POSTE HORMIGON,,,,-588.081.340.491.769.000,-27.527.275.360.526.500
181091,SAN MARCELO,,94,RENACIMIENTO,2680,MERIZA 56,NA (SODIO),150,BRAZO,PM,SI,NO,-587.923.867.335.031.000,-274.938.244.528.831.000
146944,SANTA CATALINA,,14,ALEJANDRO BARRIOS,3300,PHILIPS,LED,108,R8,,,,-588.137.291.371.820.000,-275.218.164.330.222.000
146955,SANTA CATALINA,,25,ADOLFO CIPRIANO (FITO) LEDESMA,300,PHILIPS,LED,108,R8,,,,-588.134.421.408.174.000,-275.221.363.645.724.000
146973,SANTA CATALINA,,43,NINI FLORES,3400,PHILIPS,LED,108,R8,,,,-588.129.955.530.164.000,-275.211.932.179.617.000
152026,SAN MARTIN,,73,BLAS PARERA,2000,CHZ,LED,150,R8,,,,-588.411.774.504.846.000,-2.748.053.050.462.870
152045,SAN MARTIN,,92,HEROES CIVILES,1900,CHZ,LED,150,R8,,,,-588.396.012.756.867.000,-274.793.226.610.591.000
181092,SAN MARCELO,,93,RENACIMIENTO,2690,PANTALLA,NA (SODIO),150,BRAZO,PM,NO,NO,-587.924.982.132.527.000,-274.941.652.816.263.000
155039,POPULAR,,56,FRAY C. RODRIGUEZ,950,PHILIPS,LED,76,R8,,,,-587.956.040.809.271.000,-274.750.253.485.021.000
155065,JUAN DE VERA,,1398,FRANCISCO DE BALBOA,2900,PHILIPS,LED,76,PESCANTE DOBLE,,,,-588.443.545.997.140.000,-274.896.259.044.009.000
181093,SAN MARCELO,,92,RENACIMIENTO,2770,PANTALLA,NA (SODIO),150,BRAZO,PM,NO,NO,-587.925.848.486.444.000,-274.947.032.345.538.000
155094,INDEPENDENCIA,,9,PROSPERO SANTILLAN,4500,PHILIPS,LED,76,PESCANTE,,,,-58.829.723.859.789.900,-27.508.928.899.643.800
181094,SAN MARCELO,,98,YUGOSLAVIA,2786,MERIZA 56,NA (SODIO),150,PESCANTE,PM,NO,NO,-587.935.763.425.883.000,-274.946.434.621.407.000
181095,SAN MARCELO,,99,YUGOSLAVIA,2762,MERIZA 56,NA (SODIO),150,PESCANTE,PM,NO,NO,-58.793.513.772.585.700,-274.942.335.932.611.000
181096,SAN MARCELO,,100,YUGOSLAVIA,2720,MERIZA 56,NA (SODIO),150,PESCANTE,PM,NO,NO,-587.934.704.548.834.000,-274.939.091.126.481.000
128977,LA CRUZ,,557,RIVADAVIA,700,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.416.452.242.023.000,-274.739.861.748.433.000
129152,CONCEPCION,,4097,PROLONG. TUPUNGATO,,PHILLIPS,LED,76,BRAZO X POSTE HORMIGON,,,,-588.207.509.999.997.000,-27.501.260.999.999.900
129253,INDEPENDENCIA,,1032,PAYSANDU,3800,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.259.107.789.914.000,-275.007.429.819.253.000
129270,ALTA GRACIA,,1275,PAYSANDU,,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-58.825.894.656.676.800,-275.007.449.259.620.000
129309,CENTRO,,540,BELGRANO,1200,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.352.969.047.525.000,-274.722.728.072.598.000
129420,SARGENTO CABRAL,,167,COLON,500,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-58.846.791.677.096.700,-274.879.671.211.905.000
129448,SARGENTO CABRAL,,195,COLON,750,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.434.410.208.662.000,-274.883.968.669.399.000
129493,BAÑADO NORTE,,1419,GDOR. JOSE M. ROLON,2750,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.139.404.693.335.000,-274.620.194.097.006.000
129525,POPULAR,,1147,ARMENIA,4550,STRAND,LED,,PESCANTE,,,,-587.946.601.071.495.000,-274.680.012.585.530.000
129538,ANAHI,,1370,ARMENIA,4200,STRAND,LED,,PESCANTE,,,,-587.987.358.613.294.000,-274.687.805.116.480.000
146921,MALVINAS ARGENTINAS,,229,CANADA DE GOMEZ,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.240.167.098.022.000,-274.963.048.756.347.000
149017,3 DE abril,,1294,S/N (1268),,STRAND,LED,150,R8,,,,-588.318.666.449.226.000,-275.028.136.648.762.000
